Wrist_median_x,Wrist_median_y,Wrist_median_z,Wrist_left_right_crosscorrel_x,Wrist_iqr_x,Wrist_iqr_y,Wrist_iqr_z,Wrist_mean_2d_entropy,Wrist_mean_3d_entropy,Ankle_median_x,Ankle_median_y,Ankle_median_z,Ankle_left_right_crosscorrel_x,Ankle_iqr_x,Ankle_iqr_y,Ankle_iqr_z,Ankle_mean_2d_entropy,Ankle_mean_3d_entropy
1.623077095652789,-0.946838166297077,0.4565506699639159,-0.3202425741270221,0.16925070277320908,0.42422833463705567,0.12756562837227065,8.149635732155337,6.971539815487871,0.9221189543089255,4.8609161819172995,2.0645489854985906,-0.1612091989859639,0.2281028707173866,0.9039436196185853,1.6852090906021016,8.079635732155339,7.508628743505171
1.4213032009855189,-0.8417914733681,0.5371184352516659,0.147135866664289,0.3532257230217677,1.0502165995410977,0.33066353670180676,8.18422721132561,7.454059003581618,0.9675286566180146,4.5770219656404265,2.430460919513788,-0.32777343544863324,0.5886330839396823,0.771316392652766,1.7036725368138776,8.183189617577414,7.774190446179748
0.6390322104981943,1.1060387342084839,0.8191056137587904,0.3494772764535783,0.7747514384054621,1.907377898769761,0.5622958619040876,8.202152023829218,7.465624665890672,1.0645086018147847,4.554904607887489,2.084690926820528,-0.43003068750096424,0.32219957726650345,0.9873650645970358,2.4741017923779856,8.161522950910747,7.701273054062593
1.1801828473514162,-0.8178743715039829,0.40955280687939516,-0.5984934514102354,1.0821188902918348,1.4969889178886708,0.9433142519107381,8.21422721132561,7.77723900405814,1.225307554370127,4.689693033991741,3.3032783767977447,0.8614341443568868,0.7478488492363426,0.5941800639574599,0.6781120245052283,8.182560544658944,7.719179891554889
0.920498374632982,-1.4823777016234005,0.2618452371851871,-0.16265303489104532,0.6063318614645987,2.8382220648951186,1.1833390526638263,8.183818690495883,7.561006450187112,0.8413468029434678,4.752496268126341,3.293207406136776,0.7986260148927936,0.6450517897155776,0.40381976478731696,0.4296947482013327,8.106490367562989,7.42506946330823
1.185312120659638,-1.3935582574029466,0.29205814916809325,-0.4330741947259655,1.0365347335205568,1.465221923785692,0.9550637176818684,8.194635732155337,7.72238222932952,1.0822134298288566,3.6999308183720103,1.4233638534169146,0.8505310900159672,0.7010713428424491,0.7226678427881088,2.46738781193734,8.19485628424408,7.832184232361433
1.4358480036099246,-1.1408109609437684,0.3088431002697079,0.17885484006913846,0.69700667022023,0.5408531355469597,0.6781120245052281,8.212152023829217,7.64972208682153,1.0276885832076998,4.082676473188462,2.3834630564292674,0.8738822768997248,0.41227833601393793,0.46678401123430113,1.1329841993589824,8.144877810534883,7.715995967216903
1.2289067269084397,-0.853812326236163,0.0637828141861353,-0.668743880004182,0.7173252164127419,1.065206708414653,0.6478991125223219,8.19548535716255,7.666590779118387,0.7951590339810883,4.080192820231039,1.0373099780797796,-0.36983451511549004,0.44789907121165246,0.384901086131904,1.359581039230779,8.187560544658943,7.785952064789479
1.22402713458945,-1.6453793737269888,0.20141941321937468,0.521667670742799,0.2661630023996666,0.7545672734374893,0.15442155013485392,8.188818690495882,7.264552877074033,0.6230790841268974,4.1168278732232215,1.4871466676030498,0.4655713376599957,0.3832665941155361,0.2360076180829489,0.626078676090223,8.151931471740474,7.581539246010024
1.5866532815983327,-0.4725930407634679,0.9701701736733214,-0.6101993826619465,1.7007610699133187,2.0573847896359587,1.1111637629268836,8.200893877992279,7.606837027403424,0.8960315376172687,4.231233778102283,1.7691338461101744,0.7113919930047878,0.4288541665962986,0.31441018407463894,1.6868875857122632,8.0262972377278,7.736805271251958
1.5312340020359647,0.07862078427023855,0.8258195941994362,-0.7536083976944171,1.0284227996910809,1.592208128103424,0.8426045453010507,8.202152023829218,7.563417963313343,0.9055165731275281,4.546899845161206,2.678878195817683,0.729902370623063,0.31331321792574446,0.3360230066765908,1.4518982702896592,8.12465725844614,7.71342343659113
0.020397775526592943,0.7925180169240619,-0.8963163888262173,-0.837828493301375,3.5199578882299236,2.1915033115019815,1.8950209793722834,8.193818690495883,7.753754788914432,0.6837403478720786,4.091901259164687,1.1950885184349564,0.5942596556471631,0.502869066181943,0.7309011403015198,1.1699110917825346,8.11774851339993,7.717491153469821
-1.4133578714334845,0.11966414852144402,-0.8828884279449258,-0.4430684045438066,0.2756252507385266,0.8668925658076825,0.6411851320816762,8.181302398822005,7.555485190988209,0.7435575152632482,3.722652625176316,0.7016109560474886,0.1503027459477487,0.46625452198424644,0.6114239035946232,1.2588713326210916,8.18296906548867,7.68683902983685
-1.2186215946555754,-0.022380748978044984,-0.7922496919962071,0.07092204481212193,0.29560104008022053,0.30090754776601675,0.3306635367018068,8.182152023829216,7.373659810664076,1.047738486163299,3.827789908413378,1.8329166602963096,0.3418369956611805,0.23800338561340875,0.28979245028067147,0.9735271638936445,8.13985628424408,7.652599475204479
-1.2092948197820648,0.477061238604513,-0.8694604670636341,-0.6390613797415493,1.046562316160193,0.7021941890020342,0.7251098875897489,8.222152023829217,7.673308727737146,1.2202739265251275,4.368484811525905,2.62852334251284,-0.05128068110999006,0.5690248050909208,0.31580285043680156,1.6163907910854816,8.175893877992277,7.748325344090015
-0.43907776581791846,0.343841953194198,-0.5539033863532804,0.6836978533571294,0.424887445414454,0.48855747085349244,0.7486088191320093,8.18048535716255,7.655554196614905,1.3612530889086931,4.4932063113775325,2.73259003934285,-0.6786029064079819,0.1136089080845846,0.12233369685679496,0.18966994744824417,7.56097962254141,6.835417029880924
-0.43520132729925887,0.8150931433664836,-1.2756562837227063,0.9355706616379643,0.5217286858384713,0.3920365370252784,0.6596485782934522,8.191302398822003,7.645946392483147,1.0249503570882923,4.5047808679327686,2.719162078461558,-0.35766102553705414,0.48170291171248386,0.42339831506399106,0.3222710611509998,8.085452773814794,7.426471944308652
