distance_3d_Wrist_left_Wrist_right,distance_2d_Wrist_left_Wrist_right,mean_position_Elbow_left_x,mean_position_Elbow_left_y,mean_position_Elbow_left_z,mean_position_Elbow_right_x,mean_position_Elbow_right_y,mean_position_Elbow_right_z,mean_position_Wrist_left_x,mean_position_Wrist_left_y,mean_position_Wrist_left_z,mean_position_Wrist_right_x,mean_position_Wrist_right_y,mean_position_Wrist_right_z,distance_3d_Shoulder_left_Wrist_left,distance_2d_Shoulder_left_Wrist_left,distance_3d_Shoulder_right_Wrist_right,distance_2d_Shoulder_right_Wrist_right,Wrist_left_spectrum_2d,Wrist_left_spectrum_3d,Wrist_right_spectrum_2d,Wrist_right_spectrum_3d
425.553728746816,422.77667995103445,199.84333333333333,-124.02,654.7733333333333,-87.39333333333333,-113.63333333333334,683.4933333333333,267.61333333333334,-118.42666666666669,657.9966666666667,-152.32333333333332,-106.95333333333333,703.0333333333333,150.28727266739995,147.89525514665075,143.60299415945,134.3342887878414,8736.0,952224.0,2304.0000000000005,103680.00000000001
441.9043610692676,439.469505575324,214.03,-126.81,659.25,-85.73333333333333,-105.81333333333333,687.2066666666667,287.8833333333333,-134.2866666666667,658.59,-149.47666666666666,-94.99333333333333,704.2666666666667,155.8159627824372,154.23486764398487,148.6928854913611,138.24638520929864,969.0000000000002,32946.00000000001,899.0,16182.0
428.40046470282374,426.07314618030085,208.59333333333333,-118.88333333333335,663.8666666666667,-76.58,-104.62333333333333,686.8366666666667,281.03333333333336,-122.36000000000003,662.4433333333334,-143.98,-98.96333333333332,706.36,149.97672129994277,148.4815139906781,145.1007049113354,133.9641122422273,999.0000000000003,25974.000000000007,3840.000000000001,107520.00000000003
445.66318365748265,445.0177109216651,207.23333333333332,-108.80666666666669,666.3233333333334,-86.52666666666667,-156.73333333333332,666.7933333333333,272.52666666666664,-85.75666666666669,671.9266666666666,-159.79333333333332,-180.14,677.5133333333333,153.6271560373732,149.79137552548403,154.3365691905248,148.7717247423904,6201.000000000001,341055.00000000006,6837.0,806766.0
454.63388401090594,454.0458706946329,214.79,-123.34666666666666,663.71,-87.07,-158.42,668.0133333333333,286.7633333333333,-113.77666666666669,662.0733333333334,-160.26333333333332,-183.73666666666668,679.3866666666667,152.65111644619336,150.88353274022978,154.45959843389616,149.86287000004413,2442.0000000000005,92796.00000000001,5206.0,593484.0
396.22173411151925,395.4338243860853,191.07,-94.35333333333334,675.36,-76.38333333333334,-129.34666666666666,683.08,249.49,-62.26000000000001,680.97,-138.44166666666666,-126.95666666666666,690.915,154.76022191210765,148.70864919178058,148.47323338204177,140.190063903239,11528.000000000002,760848.0000000001,14516.0,2293528.0
398.30998323888963,396.9641282128854,190.14,-91.17666666666668,669.52,-76.26666666666667,-107.96666666666667,688.53,256.21,-83.64666666666669,673.4033333333333,-138.32333333333332,-112.43333333333334,703.1566666666666,142.40974664892272,137.39646558997515,140.514042463154,129.5946340565787,3045.0,146160.0,7526.0,346196.0
388.20487032176885,384.3282792505772,206.43333333333334,-113.20333333333333,660.2666666666667,-61.63666666666666,-93.89,688.7766666666666,265.09,-129.68000000000004,654.4233333333333,-103.91333333333333,-41.09333333333332,704.8566666666667,140.99861713093273,139.02520801317203,155.92212261619883,143.1761835601113,10553.0,960323.0,5547.999999999999,410551.99999999994
378.8963736209547,372.887185812063,199.52333333333334,-106.29333333333335,656.4166666666666,-61.72,-94.96666666666667,682.3433333333334,246.82,-146.95,641.69,-108.09333333333333,-40.263333333333335,706.3266666666667,115.51729193998914,114.71884114579679,159.95128941544124,146.5883136722798,6519.000000000001,352026.00000000006,21894.0,2233188.0
413.65871702206437,412.3528063655733,194.51666666666668,-90.38000000000001,672.7033333333334,-81.67,-120.14,678.5166666666667,257.0833333333333,-70.42666666666668,676.1033333333334,-148.01666666666668,-116.72333333333333,699.73,148.0001896827084,142.89879293760902,149.6253587439144,139.88446010070626,4760.000000000001,295120.00000000006,6758.0,391964.0
