distance_3d_Wrist_left_Wrist_right,distance_2d_Wrist_left_Wrist_right,mean_position_Elbow_left_x,mean_position_Elbow_left_y,mean_position_Elbow_left_z,mean_position_Elbow_right_x,mean_position_Elbow_right_y,mean_position_Elbow_right_z,mean_position_Wrist_left_x,mean_position_Wrist_left_y,mean_position_Wrist_left_z,mean_position_Wrist_right_x,mean_position_Wrist_right_y,mean_position_Wrist_right_z,distance_3d_Shoulder_left_Wrist_left,distance_2d_Shoulder_left_Wrist_left,distance_3d_Shoulder_right_Wrist_right,distance_2d_Shoulder_right_Wrist_right,Wrist_left_spectrum_2d,Wrist_left_spectrum_3d,Wrist_right_spectrum_2d,Wrist_right_spectrum_3d
318.7445965173076,318.6163857773714,161.16666666666666,-201.86666666666667,645.5333333333333,-81.53333333333335,-266.93333333333334,635.2333333333333,164.43333333333334,-237.16666666666666,624.5,-147.00000000000003,-304.1333333333333,627.0666666666667,62.007691624114585,61.32364793199055,141.51238497104987,141.49639017227418,336.0,13440.0,66.0,462.0
312.9098601164023,312.4373549118998,155.36666666666667,-195.53333333333333,647.4666666666667,-77.66666666666669,-272.93333333333334,635.0666666666667,155.43333333333334,-232.6,621.0333333333333,-148.20000000000002,-305.56666666666666,630.3,61.18248888586536,57.83009831383301,146.45038498339494,146.10996423744396,379.9999999999989,17859.99999999995,55.0,330.0
325.4172115025358,324.65005041542184,160.1,-185.93333333333334,651.4333333333333,-82.86666666666669,-269.2,635.9666666666667,162.26666666666668,-228.36666666666667,622.6666666666666,-154.00000000000003,-300.9,636.4666666666667,57.97925280628716,55.602604952304475,143.46693249468908,143.1171492307631,959.9999999999991,40319.99999999996,253.0,5566.0
319.1478400842518,318.5618999140339,151.83333333333334,-182.1,651.4666666666667,-74.50000000000001,-278.76666666666665,631.9666666666667,160.9,-208.36666666666667,617.2,-138.70000000000002,-315.6,625.3666666666667,58.25082796972613,52.548848915943886,138.35765366013933,138.054574879871,1208.9999999999989,61658.99999999994,144.0,1440.0
314.6111488063852,314.0602334315894,150.9,-175.8,654.3666666666667,-74.73333333333335,-284.6333333333333,636.7666666666667,160.56666666666666,-217.0,613.5333333333333,-135.33333333333337,-322.06666666666666,624.8666666666667,53.35822951839469,45.617146147218115,138.55295025407943,138.1523977769607,378.0,17010.0,40.0,240.0
307.8320737008969,305.99866553351916,160.43333333333334,-181.16666666666666,653.7333333333333,-60.066666666666684,-291.23333333333335,619.3333333333334,174.4,-234.63333333333333,641.1666666666666,-110.43333333333337,-345.8,608.9666666666667,55.09219341596329,54.52791691386368,133.23280636292282,131.84614043990626,153.0,1989.0,1292.0000000000005,31008.00000000001
297.1109949266418,295.5207813107763,170.6,-190.43333333333334,646.3,-65.73333333333335,-301.6,626.4666666666667,172.86666666666665,-248.36666666666667,642.0,-101.90000000000003,-357.1333333333333,611.5666666666667,61.29960972588717,59.910713844288374,122.1585669135121,121.38623219411949,24.0,120.0,84.0,840.0
298.4117873816743,296.9081939344947,178.83333333333334,-194.43333333333334,644.8666666666667,-75.96666666666668,-305.8333333333333,626.9666666666667,171.96666666666664,-256.5,641.7333333333333,-106.70000000000003,-358.93333333333334,611.8333333333334,63.7826349440903,62.43366844043517,116.75277792508562,116.14504649387814,20.0,60.0,12.0,36.0
298.8688323969367,297.0111048307481,178.36666666666667,-193.8,645.5333333333333,-72.56666666666668,-301.53333333333336,628.7333333333333,171.6333333333333,-254.5,644.6666666666666,-108.03333333333336,-354.5,611.5,65.99534851653252,63.56685543377005,120.9226784035259,120.22309354981327,3.0,12.0,9.0,45.0
301.20559748994066,299.70346419469485,180.73333333333332,-200.2,640.0,-65.76666666666668,-295.8333333333333,631.4333333333333,174.09999999999997,-259.4,640.2,-112.10000000000001,-348.1333333333333,614.4666666666667,68.52808270946454,65.81515517734425,134.49294746108606,133.75982347327607,270.0,14580.0,109.99999999999984,1649.9999999999977
300.5158125075221,300.29718006530135,187.53333333333333,-216.86666666666667,630.5,-64.20000000000002,-293.3,631.7666666666667,170.36666666666665,-264.8666666666667,614.3666666666667,-121.80000000000001,-334.1,620.8,61.18110963194132,57.63145323683995,136.0827298203637,135.86615534217677,720.0,21600.0,837.0000000000005,6696.000000000004
312.8394115794369,312.82438853770833,180.86666666666667,-211.66666666666666,638.5333333333333,-73.50000000000001,-289.6666666666667,632.0333333333333,172.96666666666664,-256.93333333333334,621.8,-131.8666666666667,-327.1,622.5333333333333,62.52936685632785,61.563436335497606,136.06053763565018,135.93842279093516,60.0,480.0,60.000000000000085,600.0000000000009
305.1554385451972,305.12320861059163,185.36666666666667,-212.86666666666667,638.7,-72.76666666666668,-288.96666666666664,632.2666666666667,167.99999999999997,-268.26666666666665,625.0666666666667,-131.7666666666667,-325.06666666666666,623.1,63.839050735936816,63.56059355365041,133.915203939271,133.80773416283176,49.0,539.0,54.0,378.0
302.74375390421574,302.53060719384496,186.33333333333334,-207.33333333333334,638.4,-73.06666666666668,-286.56666666666666,631.9333333333333,164.09999999999997,-253.83333333333334,614.6666666666666,-127.73333333333336,-328.3666666666667,618.0666666666667,62.83062092356321,57.98218175369215,137.813701420655,137.62364538885598,897.0,33189.0,1540.0,30800.0
308.6021023108023,307.0027483558388,167.16666666666666,-198.2,621.6333333333333,-74.46666666666668,-283.46666666666664,631.9,151.36666666666667,-237.66666666666666,606.8333333333334,-141.93333333333337,-324.3333333333333,628.4,58.7621337217415,47.26894727166459,146.85835743469082,146.74705836247819,3900.9999999999986,292574.9999999999,56.0,784.0
316.41210739452333,316.2266919322846,154.0,-174.03333333333333,652.3666666666667,-75.76666666666668,-288.53333333333336,629.4666666666667,160.53333333333333,-221.36666666666667,627.4666666666667,-136.4666666666667,-329.43333333333334,622.6,53.66641264887253,52.62838657764066,135.41141687492228,135.17604681177548,450.0,13050.0,660.0000000000003,11220.000000000005
302.83395165716416,302.10279263331523,157.83333333333334,-177.06666666666666,655.2666666666667,-69.90000000000002,-287.43333333333334,626.4333333333333,167.7,-225.43333333333334,638.2333333333333,-108.60000000000001,-347.5,619.7666666666667,59.78525041620303,58.86151075338653,126.42134050818994,126.105822544534,112.0,3472.0,152.9999999999999,1835.9999999999986
320.68833896529424,319.42181298478204,163.5,-185.3,651.5666666666667,-71.56666666666668,-286.93333333333334,627.5,187.53333333333333,-234.46666666666667,645.5666666666667,-113.23333333333335,-341.93333333333334,617.2,77.72646395134936,75.73060350926816,121.23164415640902,120.68880269478058,219.99999999999972,1539.999999999998,7.0,14.0
320.5020907577273,319.5006983159925,159.83333333333334,-186.33333333333334,651.8666666666667,-73.53333333333335,-285.6,629.7666666666667,182.66666666666666,-233.96666666666667,642.5666666666667,-120.50000000000001,-334.8,617.3,78.63990403264053,76.56831057548281,126.71467732068382,126.29198294459138,114.0,570.0,45.0,180.0
311.96303264040193,310.9615912756082,155.93333333333334,-190.86666666666667,646.4,-73.06666666666668,-286.3333333333333,633.2333333333333,167.4333333333333,-241.16666666666666,644.5,-130.96666666666667,-327.6333333333333,620.5,70.90060754247567,67.52524909423273,135.57211772044778,135.38050877642524,63.0,693.0,1107.0000000000007,15498.00000000001
323.7172470058857,322.54390069669336,181.46666666666667,-218.8,637.5666666666667,-85.40000000000002,-275.2,639.2,164.16666666666663,-262.23333333333335,616.3333333333334,-155.83333333333337,-301.46666666666664,640.7,63.32047773840553,61.71386102878826,142.3747139838694,141.54254572179508,250.0,7500.0,400.0,11200.0
